         13664404 function calls (13518132 primitive calls) in 24.845 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1552(get_dtype)
        8    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:560(_get_axis)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:176(_validate_parse_dates_presence)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:1796(_get_label_or_level_values)
       14    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/traitlets/traitlets.py:566(__get__)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:32(seterr)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       12    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1483(is_ea_or_datetimelike_dtype)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:1487(_getitem_axis)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/frame.py:3463(__getitem__)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/common.py:229(asarray_tuplesafe)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1466(maybe_infer_to_datetimelike)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/common.py:105(is_bool_indexer)
       14    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/IPython/core/interactiveshell.py:3313(compare)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:109(_get_single_key)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:4719(reindex)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:634(reindex_indexer)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:1109(_is_binary_mode)
        1    0.000    0.000    0.001    0.001 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:875(take)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:589(_get_root)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:262(is_dict_like)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1991(get_block_type)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:5178(equals)
       14    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/re.py:289(_compile)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:1289(_is_potential_multi_index)
       21    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:147(<lambda>)
        7    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/construction.py:630(_sanitize_ndim)
       14    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/traitlets/traitlets.py:535(get)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:640(name)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:497(infer_compression)
       15    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:884(__len__)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:845(_engine)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/_bootlocale.py:33(getpreferredencoding)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:2481(check_deprecated_indexers)
        5    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:581(is_dtype_equal)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/urllib/parse.py:366(urlparse)
        3    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:5561(__getattr__)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:10395(_logical_func)
        7    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:161(is_object_dtype)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:463(_init_dict)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:761(_validate_tuple_indexer)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:391(array_equivalent)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1679(<listcomp>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/3055559386.py:442(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1700(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:1419(_is_scalar_access)
       25    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:150(classes_and_not_datetimelike)
        5    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:590(name)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:603(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'numpy.random.mtrand.RandomState' objects}
       21    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:145(classes)
        9    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/construction.py:379(extract_array)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:486(validate_integer)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:131(geterr)
       15    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:546(_get_axis_number)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/nanops.py:257(_get_values)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1731(from_array)
       40    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/3055559386.py:36(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:692(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:340(_maybe_dedup_names)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/posixpath.py:228(expanduser)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/common.py:160(cast_scalar_indexer)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1937(create_block_manager_from_column_arrays)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/array_algos/take.py:57(take_nd)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:1343(_validate_key)
        8    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:687(_values)
       12    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:497(is_categorical_dtype)
        5    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/flags.py:83(allows_duplicate_labels)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/random.py:123(seed)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:1429(_refine_defaults_read)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       40    0.000    0.000    0.000    0.000 {built-in method math.fabs}
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/warnings.py:477(__exit__)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/base.py:53(shape)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:4655(reindex)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:1752(_check_label_or_level_ambiguity)
        5    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:834(_reset_identity)
        8    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/abc.py:96(__instancecheck__)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:1434(_validate_integer)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/construction.py:596(_homogenize)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f9680038790}
       14    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/IPython/core/interactiveshell.py:1192(user_global_ns)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:1697(_is_label_reference)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:610(_set_noconvert_dtype_columns)
        7    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/construction.py:667(_sanitize_str_dtypes)
       28    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:127(_get_option)
        2    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(array_equal)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/construction.py:825(create_series_with_explicit_dtype)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:732(is_signed_integer_dtype)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:194(_set_noconvert_columns)
        4    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/typing.py:868(__new__)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/_asarray.py:111(<setcomp>)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/base.py:744(__iter__)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:103(close)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/algorithms.py:1356(take)
        1    0.000    0.000    0.011    0.011 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1283(searchsorted)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/base.py:286(is_dtype)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/construction.py:805(is_empty_data)
        1    0.000    0.000    0.000    0.000 <string>:1(__new__)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/codecs.py:309(__init__)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:267(make_block_same_class)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:572(na_value_for_dtype)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/construction.py:102(arrays_to_mgr)
       16    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/frame.py:3923(_get_item_cache)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:199(_ensure_dtype)
        8    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1740(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1962(maybe_coerce_values)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:958(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:156(blknos)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/nanops.py:488(nanany)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:155(_expand_user)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1673(_consolidate_check)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/_methods.py:60(_all)
        7    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x107175808}
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/util/_decorators.py:214(_format_argument_list)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:268(_isna_string_dtype)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:1238(_set_as_cached)
        7    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:4820(_values)
        9    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:288(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:2454(is_label_like)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1721(validate_all_hashable)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/4254006291.py:27(<cell line: 27>)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:909(__len__)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:936(close)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:4952(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:189(_data)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:468(maybe_promote)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:3577(get_loc)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:3722(xs)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/3055559386.py:819(determine_method)
        4    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:195(stringify_path)
        7    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/construction.py:687(_maybe_repeat)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:1724(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:5265(identical)
        8    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
        7    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:184(is_array_like)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2458(cumsum)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/frame.py:821(shape)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argmax)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:812(_do_date_conversions)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:358(iget)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:360(<setcomp>)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:188(_validate_dtype)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:255(__call__)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:1314(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/urllib/parse.py:417(urlsplit)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2057(check_ndim)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:1318(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:127(is_url)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/frame.py:804(axes)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:777(_is_nested_tuple_indexer)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(std)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1121(argmax)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:786(is_unsigned_integer_dtype)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2268(any)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/common.py:287(maybe_iterable_to_list)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:542(_set_axis)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/3055559386.py:444(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/urllib/parse.py:110(_coerce_args)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/common.py:552(require_length_match)
        1    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:239(is_fsspec_url)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:571(_select_options)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:2(argsort)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:238(fill_value)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:5632(_protect_consolidate)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/array_algos/take.py:554(_take_preprocess_indexer_and_fill_value)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/array_algos/take.py:326(_get_take_nd_function)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:187(close)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:514(_construct_axes_from_arguments)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/base.py:55(<genexpr>)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:783(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1992(_grouping_func)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/3055559386.py:443(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:349(flags)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:642(_warn_if_deprecated)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:825(__array__)
        1    0.000    0.000    0.001    0.001 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1006(argsort)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/re.py:250(compile)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/construction.py:494(<listcomp>)
